TooltipMessage/GameManualButton/Unlock,Hướng dẫn trò chơi
GameManualItem/content/ProcessCreateCommit/2,"Thông báo commit phải mô tả rõ ràng những thay đổi bạn đã thực hiện. 
     Điều này giúp theo dõi và hiểu mục đích của commit.
     Thực hiện lệnh này có nghĩa là bạn đã hoàn thành việc tạo commit.
     Bạn cũng có thể sử dụng lệnh sau để xác minh xem thao tác có thành công hay không:"
GameManualItem/content/ProcessCreateCommit/2/Command,git log
GameManualItem/content/ProcessCreateCommit/3,"<b>3. Tải commit lên kho lưu trữ từ xa (tùy chọn):</b>
     Sau khi hoàn thành quá trình phát triển trên nhánh cục bộ của bạn, 
     bạn có thể đẩy nó vào kho lưu trữ từ xa được liên kết bằng lệnh sau:"
GameManualItem/content/ProcessCreateCommit/3/Command,"git push <color=#CF001C>remote_repository_alias</color> <color=""#173D91"">local_branch</color>"
GameManualItem/content/RuleCommitMessage/1,"Học cách viết thông điệp commit Git là rất quan trọng.
Thông điệp commit rõ ràng và ngắn gọn có thể quản lý dự án tốt hơn.
Và giúp cả nhóm và cá nhân dễ dàng hiểu được mục đích của từng commit hơn.
Dưới đây là một số nguyên tắc để viết thông điệp commit:
<b>1. Viết ngắn gọn và rõ ràng:</b>
     Một thông điệp commit tốt sẽ có thể khai báo mục đích của commit 
     trong một câu. 
     Điều này giúp các nhà phát triển khác nhanh chóng hiểu được những thay đổi."
GameManualItem/content/RuleCommitMessage/1/tip,Ví dụ: <color=#CF001C>Đã thêm cấu trúc cho giao diện đăng nhập trang web</color>.
GameManualItem/content/RuleCommitMessage/2,"<b>2. Sử dụng thông tin chính:</b>
     Tùy theo mục đích của commit mà sử dụng động từ ở đầu tin nhắn."
GameManualItem/content/RuleCommitMessage/2/tip,"Thêm các động từ như 'Thêm', 'Cập nhật' và 'Xóa' để nâng cao khả năng đọc. 
Ví dụ: <color=#CF001C>Sửa lỗi: Thông báo chào mừng không hiển thị sau khi đăng nhập</color>."
GameManualItem/content/RuleCommitMessage/3,"<b>3. Tránh những tin nhắn vô nghĩa:</b>
     Khi viết tin nhắn commit, tránh nội dung mơ hồ hoặc vô nghĩa.
     Nó có thể gây khó khăn cho các nhà phát triển khác trong việc hiểu mục đích của commit."
GameManualItem/content/RuleCommitMessage/3/tip,"Ví dụ: tránh các thông báo chung chung như <color=#CF001C>Commit mới</color> hoặc <color=#CF001C>Đã sửa lỗi</color>.
Những tin nhắn này ngắn và thiếu ý nghĩa cụ thể."
GameManualItem/content/RuleCommitMessage/4,"<b>4. Tập trung vào một chủ đề duy nhất:</b>
     Thực hành phát triển tốt nên tập trung vào một mục tiêu cụ thể 
     và đưa nó vào thông điệp commit. 
     Điều này không chỉ làm cho mỗi commit trở nên rõ ràng hơn mà còn giảm thiểu rủi ro phát triển."
GameManualItem/content/RuleCommitMessage/4/tip,"Ví dụ: nếu phát triển Tính năng A và Tính năng B cùng lúc.
Nhưng chúng không liên quan chặt chẽ với nhau, hãy cân nhắc việc chia chúng thành hai commit riêng biệt."
GameManualItem/content/RuleCommitMessage/5,"Những nguyên tắc của thông điệp commit này giúp các nhóm và cá nhân hiểu rõ hơn về mục đích của từng commit. 
Điều này cải thiện sự ổn định và hiệu quả của quản lý dự án."
GameManualItem/content/ResolveMergeConflict/1,"Xung đột hợp nhất có thể xảy ra trong quá trình sáp nhập chi nhánh, 
đặc biệt phổ biến trong công việc hợp tác có sự tham gia của nhiều người.
Xung đột xảy ra khi hai nhánh thực hiện những thay đổi khác nhau trên cùng một tệp. 
Git không thể tự động xác định nội dung nào nên được giữ lại và nội dung nào nên loại bỏ.
Vì vậy Git sẽ yêu cầu các nhà phát triển giải quyết những xung đột này theo cách thủ công.
Dưới đây là các bước để giải quyết xung đột hợp nhất:
<b>1. Xác định các tệp bị xung đột:</b>
     Khi xảy ra xung đột, dòng lệnh sẽ hiển thị tất cả các file có xung đột. 
     Các tệp này cũng sẽ xuất hiện dưới dạng 'chưa được phân loại' trong Staging Area.
<b>2. Hiểu nội dung của các tệp bị xung đột:</b>
     Tệp bị xung đột sẽ được thêm ba ký hiệu đặc biệt: <color=#CF001C><</color>, <color=#CF001C>=</color> và <color=#CF001C>></color>。
     Những sửa đổi từ cả hai nhánh hợp nhất được bao gồm giữa các ký hiệu này."
GameManualItem/content/ResolveMergeConflict/2,"Ví dụ: trong tệp được hiển thị ở trên, 
     xung đột xảy ra khi cố gắng hợp nhất 
     nhánh <color=#CF001C>new-feature</color> thành nhánh <color=#CF001C>master</color>.
     Các ký hiệu đặc biệt phân chia các sửa đổi của các nhánh này.
     Nội dung từ dòng 1 đến 3 hiển thị HEAD, 
     đại diện cho các sửa đổi từ nhánh hiện tại <color=#CF001C>master</color>.
     Nội dung từ dòng 3 đến dòng 5 hiển thị các sửa đổi từ nhánh <color=#CF001C>new-feature</color>.
<b>3. Giải quyết xung đột tập tin:</b>
     Giải quyết xung đột tệp liên quan đến việc quyết định nên giữ hoặc xóa nội dung nào."
GameManualItem/content/ResolveMergeConflict/3,"Ví dụ:
     Nếu bạn muốn giữ lại các sửa đổi từ nhánh <color=#CF001C>new-feature</color> 
     và xóa chúng khỏi nhánh <color=#CF001C>master</color>.
     Vui lòng xóa nội dung sau:
     1. Ba dòng ký hiệu phân cách đặc biệt (dòng 1, 3, 5).
     2. Nội dung sửa đổi từ nhánh <color=#CF001C>master</color> (dòng 2).
<b>4. Tạo một commit để tiếp tục hợp nhất:</b>
     Sau khi giải quyết tất cả xung đột tệp, vui lòng tạo một commit mới với nội dung đã được giải quyết. 
     Sau khi commit, quá trình hợp nhất sẽ tiếp tục. 
     Cuối cùng, nhánh <color=#CF001C>master</color> sẽ nhận được commit mới được giải quyết."
GameManualItem/content/gitMergeModes/1,"Khi thực hiện lệnh hợp nhất nhánh, 
Git so sánh lịch sử commit của hai nhánh mục tiêu 
và áp dụng một trong các chế độ hợp nhất sau:
Dưới đây là ba chế độ hợp nhất trong Git:
1. Hợp nhất chuyển tiếp nhanh
2. Tự động hợp nhất
3. Hợp nhất xung đột"
GameManualItem/content/gitMergeModes/2/Title,Hợp nhất chuyển tiếp nhanh
GameManualItem/content/gitMergeModes/2,"Khi so sánh lịch sử commit của hai nhánh, 
nếu đường đi của chúng là tuyến tính mà không có bất kỳ nhánh nào, 
Git thực hiện hợp nhất chuyển tiếp nhanh.
Hợp nhất chuyển tiếp nhanh sẽ cập nhật lịch sử commit của nhánh hiện tại 
cho đến khi các bản ghi giống với nhánh hợp nhất được nhắm mục tiêu.
Không có commit mới nào được tạo, chỉ cập nhật lịch sử commit."
GameManualItem/content/gitMergeModes/3/Title,Tự động hợp nhất
GameManualItem/content/gitMergeModes/3,"Khi so sánh lịch sử commit của hai nhánh, 
nếu họ chia thành hai con đường phát triển riêng biệt, 
Git so sánh các sửa đổi ở cả hai nhánh.
Nếu Git thấy rằng những sửa đổi trong các nhánh không gây ra xung đột.
Nó sẽ sử dụng tự động hợp nhất.
Sau khi hợp nhất nội dung của nhánh được chỉ định vào nhánh hiện tại, một commit mới sẽ được tạo. 
Nó có nghĩa là hành động hợp nhất đã thành công, 
và thông điệp commit sẽ hiển thị tên của hai nhánh được hợp nhất."
GameManualItem/content/gitMergeModes/4/Title,Hợp nhất xung đột
GameManualItem/content/gitMergeModes/4,"Tương tự với tự động hợp nhất
Khi hai nhánh mục tiêu tách ra thành những con đường phát triển riêng biệt với những commit riêng.
Git so sánh các sửa đổi ở cả hai nhánh.
Nếu sửa đổi được thực hiện trên cùng một tệp và nội dung khác nhau, 
Git sẽ cảnh báo các nhà phát triển rằng đã xảy ra xung đột hợp nhất, 
yêu cầu họ giải quyết xung đột một cách thủ công. 
Kịch bản này là chế độ xung đột hợp nhất.
Khi xảy ra xung đột, quá trình hợp nhất sẽ bị tạm dừng. 
Các nhà phát triển cần phải đi vào các tập tin bị xung đột và quyết định 
nội dung nào nên giữ lại và nội dung nào nên xóa.
Sau khi giải quyết mọi xung đột và tạo một commit mới với những nội dung này, quá trình hợp nhất sẽ tiếp tục. 
Cuối cùng, nội dung của nhánh được chỉ định sẽ được sáp nhập vào nhánh hiện tại, 
và chi nhánh hiện tại sẽ nhận được một commit mới. 
Commit này chứa nội dung tệp xung đột đã được giải quyết."
GameManualItem/content/gitMergeModes/4/tip,"Tự động hợp nhất và xung đột hợp nhất có liên quan. 
Trong trò chơi này, việc hợp nhất được phân thành ba chế độ để hiểu rõ hơn."
GameManualItem/content/IntroGameScore/1/Title,Giới thiệu tính điểm
GameManualItem/content/IntroGameScore/1,"Trong các màn chơi của trò chơi, 
bạn cần thực hiện các thao tác chính xác để hoàn thành mục tiêu hiện tại.
Mỗi khi bạn hoàn thành mục tiêu sẽ được đánh giá dựa trên hành động của bạn.
Bạn có thể biết mình sẽ nhận được tỷ lệ bao nhiêu bằng biểu tượng ngôi sao trên bảng điểm.
Có bốn xếp hạng:
<b>1. Hoàn thành mục tiêu một cách hoàn hảo (1000 điểm):</b>"
GameManualItem/content/IntroGameScore/2,"Đánh giá này được đưa ra khi bạn hoàn thành mục tiêu hiện tại 
     mà không phạm bất kỳ sai lầm nào.
<b>2. Hoàn thành mục tiêu nhưng mắc lỗi (750 điểm):</b>"
GameManualItem/content/IntroGameScore/3,"Đánh giá này được đưa ra khi bạn hoàn thành mục tiêu hiện tại 
     nhưng lại mắc sai lầm trong quá trình thực hiện."
GameManualItem/content/IntroGameScore/3/tip,"Để biết cách nhận được đánh giá hoàn hảo, 
vui lòng tham khảo 'Cách hoàn thành mục tiêu một cách hoàn hảo' trong Hướng dẫn trò chơi."
GameManualItem/content/IntroGameScore/4,<b>3. Hoàn thành mục tiêu có gợi ý (500 điểm):</b>
GameManualItem/content/IntroGameScore/5,"Đánh giá này được đưa ra khi bạn hoàn thành mục tiêu hiện tại 
     sử dụng các gợi ý trong quá trình này.
<b>4. Hoàn thành mục tiêu sử dụng tính năng trả lời (0 điểm):</b>"
GameManualItem/content/IntroGameScore/6,"Đánh giá này được đưa ra khi bạn hoàn thành mục tiêu hiện tại 
     sử dụng tính năng trả lời trong quá trình này.
Sau khi hoàn thành các màn chơi, 
bạn có thể xem xếp hạng cho từng mục tiêu đạt được trên màn hình kết quả."
GameManualItem/content/IntroGame/1/Title,Giới thiệu trò chơi
GameManualItem/content/IntroGame/1,"Chào mừng đến với thế giới của GITainment! 
Trò chơi này sẽ dạy bạn cách quản lý dự án hiệu quả bằng Git.
Git là một công cụ quản lý dự án mạnh mẽ giúp bạn theo dõi lịch sử phát triển dự án của mình.
Nó tăng cường sự ổn định và hiệu quả của việc phát triển dự án. 
Đây là một công cụ thiết yếu cho các nhà phát triển phần mềm 
và cũng có hiệu quả để quản lý bất kỳ dự án dài hạn nào.
Trong trò chơi này, bạn sẽ tìm hiểu các khái niệm cơ bản và cách sử dụng Git. 
Nó được thiết kế dành cho những người chưa có kinh nghiệm lập trình hoặc chưa quen với Git. 
Khi hoàn thành trò chơi, bạn sẽ có khả năng sử dụng Git."
GameManualItem/content/IntroGame/2/Title,Các màn chơi chủ đề Git:
GameManualItem/content/IntroGame/2,"Kiến thức cốt lõi về Git được chia thành nhiều màn chơi.
Chúng tạo thành ba chủ đề:
<b>1. Khái niệm cơ bản về Git:</b>
     Tìm hiểu các khái niệm cốt lõi và các lệnh cơ bản của Git.
     Sau khi hoàn thành màn chơi chủ đề này, 
     bạn sẽ có khả năng cơ bản để quản lý dự án bằng Git.
<b>2. Quản lý chi nhánh:</b>
     Tìm hiểu về hệ thống chi nhánh của Git. 
     Sử dụng nó để phát triển các dự án ổn định và hiệu quả hơn.
<b>3. Quản lý từ xa:</b>
     Tìm hiểu các tính năng quản lý từ xa của Git.
     Tìm hiểu cách tải dự án lên internet, sau đó cộng tác với nhóm."
GameManualItem/content/IntroGame/3/Title,Mục tiêu kịch bản mô phỏng
GameManualItem/content/IntroGame/3,"Mỗi màn chơi tạo ra một kịch bản phù hợp với mục tiêu học tập.
Bạn giải quyết các vấn đề thực tế trong một cốt truyện.
Mỗi kịch bản có một mục tiêu chính.
Nó chia thành nhiều mục tiêu nhỏ hơn. 
Bạn chỉ cần làm theo mục tiêu hiện tại và hướng dẫn để thực hiện hành động. 
Khi bạn hoàn thành tất cả các mục tiêu, bạn sẽ vượt qua màn chơi này.
Ở góc trên bên trái của màn hình trò chơi, nó hiển thị mục tiêu hiện tại. 
Hãy làm theo nó để hoàn thành các mục tiêu và vượt qua màn chơi."
GameManualItem/content/IntroGame/3/Image1,Tên màn chơi
GameManualItem/content/IntroGame/3/Image2,Mục tiêu hiện tại
GameManualItem/content/IntroGame/4/Title,Tính điểm trò chơi
GameManualItem/content/IntroGame/4,"Trong trò chơi, mỗi mục tiêu hoàn thành sẽ được đánh giá dựa trên hành động của bạn.
Điểm trò chơi ở mỗi màn thể hiện màn trình diễn của bạn trên màn chơi.
Sau khi hoàn thành một màn chơi, trò chơi sẽ cho bạn xếp hạng cuối cùng từ 1 đến 4 sao. 
Điểm số và thời gian hoàn thành màn chơi của bạn sẽ được tải lên bảng xếp hạng toàn cầu. 
Hãy cố gắng đạt điểm cao và trở thành một trong 10 người học Git hàng đầu thế giới!"
GameManualItem/content/CheckBeforeMergeMainBrach/1,"Trước khi sáp nhập một nhánh phát triển đã hoàn thành vào nhánh chính từ xa,
chúng ta nên trải qua quá trình 'Chuẩn bị cho việc sáp nhập'.
Nó giúp đảm bảo dự án được hợp nhất hoạt động tốt và tránh xung đột khi hợp nhất.
Dưới đây là các bước để xác nhận:
<b>1. Kiểm tra hồ sơ commit chi nhánh:</b>
     Kiểm tra lịch sử commit của cả 'nhánh phát triển' và 'nhánh chính'. 
     Hãy chắc chắn rằng chúng nhất quán với kho lưu trữ từ xa.
     Điều này đảm bảo các hành động dưới đây là hợp lệ.
<b>2. Hợp nhất chi nhánh chính cục bộ:</b>
     Hợp nhất 'nhánh chính' trong máy tính cục bộ của bạn vào 'nhánh phát triển'.
     Điều này tích hợp các thay đổi từ cả hai nhánh.
<b>3. Xác minh trạng thái dự án sau khi hợp nhất:</b>
     Sau khi hợp nhất, hãy kiểm tra xem dự án có gặp vấn đề gì không.
     Nếu có vấn đề thì chúng ta nên giải quyết tại địa phương.
<b>4. Tải 'nhánh phát triển' đã hợp nhất lên kho lưu trữ từ xa:</b>
     Sau khi dự án sáp nhập diễn ra suôn sẻ,
     hoặc sau khi giải quyết mọi vấn đề do việc hợp nhất gây ra,
     nhánh có thể được tải lên kho lưu trữ từ xa.
Sau khi hoàn thành các bước trên,
bạn có thể tạo Pull Request để hợp nhất,
để 'nhánh phát triển' đã hợp nhất có thể được hợp nhất vào nhánh chính từ xa."
GameManualItem/content/VersionControlAndGit/1/Title,Kiểm soát phiên bản
GameManualItem/content/VersionControlAndGit/1,"Kiểm soát phiên bản là một hệ thống để quản lý tài liệu, mã và nội dung khác. 
Nó đặc biệt phù hợp với các dự án cần vận hành và phát triển lâu dài.
Nó đóng một vai trò quan trọng trong lĩnh vực phát triển phần mềm.
Nó có các tính năng sau:
<b>1. Theo dõi nội dung tệp:</b>
     Mỗi thay đổi đều được ghi lại. 
     Bạn có thể sử dụng những bản ghi này để xem 
     ai thực hiện các thay đổi khi chúng được thực hiện và những thay đổi cụ thể.
<b>2. Khôi phục phiên bản:</b>
     Khi xảy ra lỗi trong quá trình phát triển, 
     tính năng này cho phép bạn hoàn nguyên về phiên bản trước khi xảy ra lỗi. 
     Nhưng những diễn biến hiện tại và tất cả hồ sơ sẽ không bị mất. 
     Bạn có thể dễ dàng chuyển sang phiên bản bạn muốn.
<b>3. Quản lý chi nhánh:</b>
     Bạn có thể chia nội dung phát triển thành nhiều nhánh. 
     Ưu điểm chính của quản lý chi nhánh là các chi nhánh không can thiệp vào hoạt động của từng chi nhánh. 
     khác, nâng cao hiệu quả phát triển và tính ổn định."
GameManualItem/content/VersionControlAndGit/2,"Git là công cụ kiểm soát phiên bản được sử dụng rộng rãi, đặc biệt phổ biến trong phát triển phần mềm. 
Nó chứa các nguyên tắc kiểm soát phiên bản, 
cho phép người dùng thực hiện nhiều thao tác khác nhau thông qua dòng lệnh. 
Các lệnh này thường thân thiện với người dùng, 
và bạn sẽ học và sử dụng chúng trong trò chơi này để đạt được các mục tiêu trong kịch bản.
Ngoài ưu điểm về kiểm soát phiên bản, Git còn hỗ trợ cộng tác nhóm. 
Có nhiều nền tảng dịch vụ Git trực tuyến (ví dụ: GitHub, GitLab). 
Những nền tảng này cho phép bạn tải lên các dự án của mình và cộng tác với các thành viên khác."
GameManualItem/content/IntroGetPerfect/1/Title,Giới thiệu khách quan
GameManualItem/content/IntroGetPerfect/1,"Mỗi kịch bản mô phỏng trong trò chơi đều có một mục tiêu chính và nhiệm vụ của bạn là hoàn thành nó.
Trò chơi chia mục tiêu chính thành nhiều mục tiêu nhỏ hơn.
Bạn có thể xem mục tiêu hiện tại ở góc trên bên trái của màn hình trò chơi. 
Thông thường, nếu bạn theo dõi và hoàn thành chúng, bạn có thể nhận được đánh giá hoàn hảo."
GameManualItem/content/IntroGetPerfect/2/Title,Những điều cần lưu ý
GameManualItem/content/IntroGetPerfect/2,"Tuy nhiên, nếu bạn thực hiện các hành động không chính xác hoặc không liên quan trong mục tiêu hiện tại, 
hệ thống sẽ phát hiện hành động của bạn. 
Nếu một hành động làm thay đổi nội dung của dự án hiện tại thì nó có vẻ như là một thất bại.
<b>1. Tránh những hành động không liên quan:</b>
     Thực thi các lệnh Git như <color=#CF001C>git status</color>, <color=#CF001C>git branch</color> và <color=#CF001C>git log</color>, 
     không ảnh hưởng trực tiếp đến nội dung của dự án.
     Chúng không được coi là lỗi vận hành.
     Nếu mục tiêu liên quan đến các tập tin, hãy tập trung vào các tập tin này. 
     Ví dụ: Việc sửa đổi nội dung trong các tệp phiên bản cũ sẽ được coi là lỗi vận hành.
<b>2. Vận hành theo yêu cầu khách quan:</b>
     Ngay cả khi một số hành động dường như giúp đạt được mục tiêu chính.
     Nếu chúng không đáp ứng được các yêu cầu của mục tiêu hiện tại, chúng cũng có thể bị coi là một 
     sự cố vận hành.
     Thực hiện theo hướng dẫn của mục tiêu, có thể giải quyết vấn đề hiệu quả hơn 
     trong các tình huống thực tế."
GameManualItem/content/IntroGetPerfect/3/Title,Cửa sổ bật lên thông báo lỗi
GameManualItem/content/IntroGetPerfect/3,"Khi bạn mắc lỗi trong cửa sổ Trình quản lý Tệp hoặc Nội dung Tệp, 
một cửa sổ bật lên với lý do lỗi sẽ xuất hiện."
GameManualItem/content/IntroGetPerfect/4/Image1,Tiêu đề thông báo lỗi
GameManualItem/content/IntroGetPerfect/4/Image2,Chi tiết thông báo lỗi
GameManualItem/content/IntroGetPerfect/4,"Khi thực thi lệnh Git, 
nếu một lệnh sai có thể gây ra vấn đề nghiêm trọng, 
trò chơi sẽ dừng lệnh đó và bị coi là lỗi vận hành.
Ví dụ: nếu bạn được yêu cầu hợp nhất nhánh 'tính năng mới' vào nhánh 'chính'.
Nhưng nếu bạn cố gắng hợp nhất nó vào 'nhánh khác', nó sẽ bị coi là một lỗi."
GameManualItem/content/IntroGetPerfect/4/Tip,"Sai lầm là một phần của quá trình học tập. 
Khi phạm sai lầm, đừng nản lòng. 
Tìm hiểu nguyên nhân sai lầm và rút kinh nghiệm từ đó.
Nó có thể cải thiện đáng kể kỹ năng Git của bạn và giúp bạn tránh những lỗi này trong các tình huống thực tế."
GameManualItem/content/IntroStagingArea/1,"Cửa sổ Staging Area là một màn hình hiển thị riêng cho đầu ra của lệnh 'git status'. 
Nó hiển thị kết quả thực hiện lệnh 'git status'."
GameManualItem/content/IntroStagingArea/2/Title,Nội dung hiển thị hiện tại
GameManualItem/content/IntroStagingArea/2,"Bạn có thể nhấp vào các lệnh đã thực hiện trước đó 
để xem trạng thái của Staging Area tại các thời điểm khác nhau. 
ID lệnh tương ứng sẽ được hiển thị ở đây."
GameManualItem/content/IntroStagingArea/3/Title,Khu vực được tổ chức và không được tổ chức
GameManualItem/content/IntroStagingArea/3,"Trò chơi đơn giản hóa nội dung của Staging Area thành hai trạng thái tệp:
<b>1. Khu vực chưa được tổ chức:</b>
     So sánh commit hiện tại và các tập tin thư mục làm việc, 
     và các tập tin được tìm thấy khác nhau trong thư mục làm việc.
     Nhưng họ không được chuyển đến Staging Area.
<b>2. Staging Area:</b>
     So sánh commit hiện tại và các tập tin thư mục làm việc, 
     và các tập tin được tìm thấy khác nhau trong thư mục làm việc.
     Và chúng đã được thêm vào Staging Area."
GameManualItem/content/IntroStagingArea/4/Title,Trạng thái tệp
GameManualItem/content/IntroStagingArea/4,"Từ trái sang phải, màn hình bao gồm:
1. Trạng thái tập tin
2. Vị trí file trong dự án
3. Tên tệp
Trạng thái tệp được phân loại thành:
<b>1. Biểu tượng tệp mới:</b>"
GameManualItem/content/IntroStagingArea/5,"Hiển thị một tập tin đang được theo dõi lần đầu tiên.
<b>2. Biểu tượng tập tin đã sửa đổi:</b>"
GameManualItem/content/IntroStagingArea/6,"Hiển thị một tập tin được theo dõi đã được sửa đổi.
<b>3. Biểu tượng Tệp đã xóa:</b>"
GameManualItem/content/IntroStagingArea/7,"Hiển thị tệp theo dõi đã bị xóa, 
     điều này thường có nghĩa là tập tin đã bị xóa."
GameManualItem/content/IntroAssistance/1,"Cửa sổ hội thoại thường được sử dụng trong trò chơi. 
Trước khi bắt đầu trò chơi, bạn cần nhấp vào nút này để chuyển sang bước tiếp theo. 
Có nhiều đoạn hội thoại sẽ xuất hiện trong màn chơi.
Họ sẽ hướng dẫn bạn phải làm gì tiếp theo.
Khi hệ thống cho phép bạn tự mình bắt đầu một hành động, 
bạn có thể nhấp lại vào nút này để sử dụng tính năng hỗ trợ. 
Hệ thống sẽ hiện ra các tùy chọn."
GameManualItem/content/IntroAssistance/1/Image1,Cửa sổ đối thoại
GameManualItem/content/IntroAssistance/1/Image2,Đối thoại câu chuyện
GameManualItem/content/IntroAssistance/1/Image3,Phản hồi của bạn
GameManualItem/content/IntroAssistance/2/Title,Xem lại các cuộc trò chuyện trước đó
GameManualItem/content/IntroAssistance/2,"Cuộc đối thoại thường chứa nội dung hướng dẫn và hướng dẫn. 
Bạn có thể chọn tùy chọn này khi bạn quên mất mình nên làm gì."
GameManualItem/content/IntroAssistance/3/Title,Sử dụng tính năng gợi ý
GameManualItem/content/IntroAssistance/3,"Tính năng gợi ý sẽ cung cấp hướng dẫn dựa trên mục tiêu của màn chơi hiện tại. 
Sau khi sử dụng tính năng gợi ý, 
xếp hạng hoàn thành mục tiêu hiện tại sẽ thay đổi thành 'Đã hoàn thành mục tiêu có gợi ý'."
GameManualItem/content/IntroAssistance/4/Title,Sử dụng tính năng trả lời
GameManualItem/content/IntroAssistance/4,"Tính năng trả lời hỗ trợ bạn thông qua đối thoại cho đến khi hoàn thành mục tiêu hiện tại. 
Sau khi sử dụng tính năng trả lời, 
xếp hạng cho việc hoàn thành mục tiêu hiện tại sẽ thay đổi thành 'Mục tiêu đã hoàn thành có tính năng trả lời'.
Để sử dụng tính năng này, nó cần phải đáp ứng một số điều kiện thì bạn mới có thể sử dụng được.
Để tìm hiểu tốt hơn các lệnh Git và kiến thức kiểm soát phiên bản, 
hãy cố gắng hoàn thành mục tiêu theo những cách khác."
GameManualItem/content/IntroResultsScreen/1,"Cửa sổ này sẽ hiển thị sau khi hoàn thành màn chơi. 
Hệ thống ghi lại hành động của bạn trong màn chơi này, 
và cửa sổ sẽ hiển thị kết quả tóm tắt, cho phép bạn hiểu phần trình diễn của mình trên màn chơi."
GameManualItem/content/IntroResultsScreen/2/Title,Đánh giá màn chơi và thống kê chi tiết
GameManualItem/content/IntroResultsScreen/2,"Hiển thị tổng số điểm và xếp hạng cho màn chơi, 
Hệ thống sẽ đánh giá từ 1 đến 4 sao. 
Bạn có thể sử dụng xếp hạng để biết màn trình diễn của mình trên màn chơi.
Phần dưới cùng sẽ hiển thị số lượng hành động được thực hiện trong màn chơi này."
GameManualItem/content/IntroResultsScreen/3/Title,Bảng xếp hạng
GameManualItem/content/IntroResultsScreen/3,"Bảng xếp hạng cá nhân hiển thị thành tích tốt nhất của bạn ở màn chơi hiện tại. 
Bạn có thể sử dụng nó để theo dõi tình trạng học tập của bạn. 
Hãy cố gắng phá kỷ lục của bạn để chứng tỏ bạn đang tiến bộ trên màn chơi.
Ngoài ra, điểm số và thời gian hoàn thành màn chơi của bạn sẽ được tải lên bảng xếp hạng toàn cầu. 
Bạn có thể xem bảng xếp hạng toàn cầu cho màn chơi này bằng nút ở góc trên bên phải."
GameManualItem/content/IntroResultsScreen/4/Title,Danh sách mục tiêu đã hoàn thành
GameManualItem/content/IntroResultsScreen/4,"Hiển thị tất cả các mục tiêu đã hoàn thành ở màn chơi hiện tại. 
Mỗi mục tiêu bao gồm một mô tả nhiệm vụ và thời gian cần thiết để hoàn thành nó.
Và các mục tiêu đã hoàn thành được phân loại thành bốn xếp hạng:
1. <b>Hoàn thành mục tiêu một cách hoàn hảo:</b>"
GameManualItem/content/IntroResultsScreen/5,2. <b>Đã hoàn thành mục tiêu nhưng mắc lỗi:</b>
GameManualItem/content/IntroResultsScreen/6,3. <b>Đã hoàn thành mục tiêu với gợi ý:</b>
GameManualItem/content/IntroResultsScreen/7,4. <b>Đã hoàn thành mục tiêu bằng tính năng trả lời:</b>
GameManualItem/content/IntroCommandLine/1,"Cửa sổ dòng lệnh mô phỏng cửa sổ dấu nhắc lệnh (CMD) trong máy tính thực. 
Người dùng có thể thực thi các lệnh hệ thống và lệnh Git trong cửa sổ này.
Sử dụng Git trong kịch bản thực tế, 
kết quả thực hiện lệnh được hiển thị trong cửa sổ này."
GameManualItem/content/IntroCommandLine/2/Title,Giới thiệu thanh công cụ
GameManualItem/content/IntroCommandLine/2,<b>Biểu tượng thùng rác bên phải:</b> Xóa nội dung lịch sử lệnh.
GameManualItem/content/IntroCommandLine/3/Title,Lịch sử lệnh
GameManualItem/content/IntroCommandLine/3/Image,001 - Thực hiện lệnh thành công
GameManualItem/content/IntroCommandLine/3,"Dùng để ghi lại các lệnh đã thực hiện trước đó. 
Bấm vào một lệnh để xem kết quả thực hiện của nó, 
hoặc di chuột qua lệnh để xem nhanh kết quả.
Sau khi thực hiện một lệnh, có ba loại kết quả:
<b>1. Lệnh được thực thi thành công:</b>"
GameManualItem/content/IntroCommandLine/4/Image,002 - Thực thi lệnh không chính xác
GameManualItem/content/IntroCommandLine/4,"Khi lệnh được thực thi là chính xác và không gây ra vấn đề gì cho dự án.
<b>2. Cảnh báo:</b>"
GameManualItem/content/IntroCommandLine/5/Image,003 - Lệnh dừng được thực thi
GameManualItem/content/IntroCommandLine/5,"Việc thực thi lệnh bị gián đoạn, điều này thường có nghĩa là có lỗi trong quá trình thực thi. 
     Trò chơi sẽ cảnh báo bạn về lý do thất bại.
<b>3. Việc thực thi lệnh bị hủy bỏ:</b>"
GameManualItem/content/IntroCommandLine/6,"Lệnh được thực thi có thể gây ra sự cố cho dự án. 
     Nếu lệnh được thực thi thành công, nó có thể cần thêm thời gian và công sức
     để giải quyết các vấn đề. 
     Trong trò chơi, việc thực thi sẽ bị buộc dừng lại và được coi là lỗi vận hành."
GameManualItem/content/IntroCommandLine/7/Title,Chi tiết thực hiện lệnh
GameManualItem/content/IntroCommandLine/7,"Sau khi thực hiện lệnh, kết quả được hiển thị ở đây."
GameManualItem/content/IntroCommandLine/8/Title,Vị trí hiện tại
GameManualItem/content/IntroCommandLine/8/Image,Vị trí hiện tại trong Dòng lệnh
GameManualItem/content/IntroCommandLine/8,"<b>Di chuột qua biểu tượng la bàn bên trái:</b> Vị trí dòng lệnh hiện tại.
<b>Di chuột qua biểu tượng nhánh bên phải:</b> Nhánh hiện tại, commit."
