GameManualItem/content/ResolveMergeConflict/2,"     例如：上圖的檔案裡，
     想要將 <color=#CF001C>new-feature</color> 分支合併至 <color=#CF001C>master</color> 分支，但是發生了文件衝突。

     特殊符號區兩個分支的修改內容
     第 1 到第 3 行的內容顯示的是 HEAD，表示所在分支 <color=#CF001C>master</color> 的修改內容。
     而第 3 到第 5 行的內容，表示分支 <color=#CF001C>new-feature</color> 的修改內容。

<b>3. 解決文件衝突：</b>
     解決文件衝突需要去判斷要保留、刪除的內容。"
GameManualItem/content/ResolveMergeConflict/3,"     例如:
     如何需要保留 <color=#CF001C>new-feature</color> 分支的修改內容，移除 <color=#CF001C>master</color> 分支的內容的話。
     請刪除以下內容：
     1. 三行的特殊分隔符號（第 1、3、5 行）
     2. <color=#CF001C>master</color> 分支的修改內容（第 2 行）

<b>4. 創建提交以繼續進行合併：</b>
     當確認並解決所有衝突文件後，需要將解決衝突後的內容新建一個提交。
     提交後，合併將會繼續進行。
     最後，<color=#CF001C>master</color> 分支會獲得剛才解決衝突後的提交。"
GameManualItem/content/RuleCommitMessage/1,"學習如何填寫 Git 提交訊息是非常重要的，
因為清晰明確的提交訊息可以更好地管理專案，
並讓團隊和個人更容易理解每個提交的目的。

以下是填寫提交訊息的一些原則：

<b>1. 保持簡潔明確：</b>
     良好的提交訊息應該能夠用一句話清楚說明本次提交的目的，以幫助其他開發者快速理解。"
GameManualItem/content/RuleCommitMessage/1/tip,例如：<color=#CF001C>新增網頁登入界面結構</color>。
GameManualItem/content/RuleCommitMessage/2,"
<b>2. 使用關鍵訊息：</b>
     根據提交的目的，可以在訊息的開頭使用動詞。"
GameManualItem/content/RuleCommitMessage/2/tip,"加上 '新增'、'更新'、'刪除' 等動詞以增加可讀性。
例如：<color=#CF001C>修復錯誤：登入後未顯示歡迎訊息</color>。"
GameManualItem/content/RuleCommitMessage/3,"
<b>3. 避免無意義的訊息：</b>
     在填寫提交信息時，避免使用模糊或無意義的訊息。
     因為這會讓其他開發者難以理解提交的目的。"
GameManualItem/content/RuleCommitMessage/3/tip,"例如：只填寫 <color=#CF001C>新增提交</color> 或 <color=#CF001C>修復錯誤</color>
這種簡短且沒有特定意義的訊息。"
GameManualItem/content/RuleCommitMessage/4,"
<b>4. 專注於單一主題：</b>
     良好的開發流程中，應該專注於一個特定目標，並將目標填寫在提交訊息中。
     這樣不僅能夠讓每個提交更加明確，也減少了開發風險。"
GameManualItem/content/RuleCommitMessage/4/tip,"例如，如果同時開發功能 A 和功能 B，但它們之間關聯不大。
就可以考慮將它們分為兩次提交。"
GameManualItem/content/RuleCommitMessage/5,"這些提交訊息原則，有助於團隊和個人更好地理解提交之間的目的。
提高專案管理的穩定性和效率。"
GameManualItem/content/RuleNameBranch/1,"學習如何命名分支是非常重要的，
因為清晰明確的分支名稱有助於更有效地管理專案。
並讓團隊更容易理解每個分支間的用途。

以下是命名分支的一些原則：

<b>1. 保持簡潔明確：</b>
     分支名稱應該簡單而明確，包含足夠的信息以描述創建分支的目的。"
GameManualItem/content/RuleNameBranch/1/tip,"例如：使用 <color=#CF001C>fix-login-bug</color> 比 <color=#CF001C>fix-login-bug-in-homepage</color> 更好。
避免使用過長的分支名稱。"
GameManualItem/content/RuleNameBranch/2,"
<b>2. 避免使用特殊符號、空格、英文以外的字母：</b>
     分支名稱應該避免使用特殊符號、空格和英文以外的字母。
     以確保專案能在不同語言環境下使用和閱讀。

     正確的命名應該使用小寫英文字母，並使用短劃線（-）或正斜杠（/）來區分單字。
     這樣可以增加分支命名的可讀性。"
GameManualItem/content/RuleNameBranch/2/tip,例如：<color=#CF001C>new-system-feature</color> 或 <color=#CF001C>new/system/feature</color>
GameManualItem/content/RuleNameBranch/3,"
<b>3. 包括作者名稱：</b>
     在團隊開發中，將作者名稱寫入分支名稱。
     有助於追蹤團隊成員的開發進度，並能夠識別出負責開發的人。"
GameManualItem/content/RuleNameBranch/3/tip,例如：<color=#CF001C>john-bugfix-quest</color>
GameManualItem/content/RuleNameBranch/4,"
<b>4. 添加事件ID：</b>
     在團隊專案裡，開發者通常會建立討論區以解決問題。
     將事件 ID 寫入分支名稱有助於追蹤對應問題。"
GameManualItem/content/RuleNameBranch/4/tip,例如：<color=#CF001C>pan-3759-trade</color>
GameManualItem/content/RuleNameBranch/5,"以上的分支命名原則有助於了解每個分支的用途。

如果您參與了團隊開發，請遵循團隊的分支命名原則，以保持一致性。
這有助於團隊更好地理解和管理分支。"
GameManualItem/content/VersionControlAndGit/1,"版本控制是一個用於管理文件、程式碼和其他內容的系統。
它非常適合應用在需要長期運營和開發的專案。
對於程式開發領域來說是不可缺少的工具。

版本控制提供了以下的功能：

<b>1. 檔案內容追蹤：</b>
     每一次的更改都會被記錄下來，
     您能夠通過這些記錄得知
     誰做了修改、何時修改的以及具體的修改內容。

<b>2. 回溯版本：</b>
     當開發過程發生錯誤時，
     這個功能可以切換回錯誤發生之前的版本。
     而您目前開發的內容以及所有記錄都不會遺失。
     您可以輕易地移動到想要的版本上。

<b>3. 分支管理：</b>
     您可以將開發中的內容分成多個分支進行。
     分支管理最大的長處，就是分支間不會互相影響。
     以此來提升開發效率和穩定性。"
GameManualItem/content/VersionControlAndGit/1/Title,版 本 控 制
GameManualItem/content/VersionControlAndGit/2,"Git 是一個廣泛使用的版本控制工具，尤其在軟體開發領域上很受歡迎。

它結合了版本控制的原理，
允許使用者通過命令行（Command Line）輸入 Git 指令來執行各種操作。

這些指令通常是簡單易使用的，
您將會在本遊戲中學習並實際使用它們來完成場景目標。

Git 除了有上述版本控制提到的優點外，它也支持團隊協作。
網絡上有很多的 Git 服務平台（例如：GitHub、GitLab 等）。
這些平台允許您將專案上傳上去，並與其他成員共同開發它。"
GameManualItem/content/IntroGetPerfect/1/Title,目 標 介 紹
GameManualItem/content/IntroGetPerfect/1,"每個關卡模擬的場景裡都有一個主要目標，您的任務是解決這個目標。
在遊戲中會將這個主要目標細分為多個小目標。

遊戲畫面左上方可以查看當前目標的具體要求。
通常情況下，只要您按照這些指示操作，就能獲得完美評價。"
GameManualItem/content/IntroGetPerfect/2/Title,注意事項
GameManualItem/content/IntroGetPerfect/2,"然而，如果在當前目標裡執行了不正確、不相關的操作。
系統會根據您做出的操作做出判定。
當操作會改變目前專案的內容，就可能視為操作失敗。

<b>1. 避免不相關的動作：</b>
     如果執行 <color=#CF001C>git status</color>、<color=#CF001C>git branch</color>、<color=#CF001C>git log</color> 等
     不會直接影響專案內容的 Git 指令，不會被視為操作錯誤。

     如果目標與檔案相關，請專注於這些檔案。
     例如：在舊版本文件修改內容會視為操作失敗。

<b>2. 按照目標要求操作：</b>
     即使某些動作看似有助於達成主要目標，
     如果它們不符合當前目標的要求，也可能導致操作失敗。
     按照目標指示進行操作，在實際場景中可以更有效地解決問題。"
GameManualItem/content/IntroGetPerfect/3/Title,錯誤訊息彈窗
GameManualItem/content/IntroGetPerfect/3,"當您在檔案管理或檔案內容視窗中做出錯誤操作時，
會彈出含有錯誤原因的訊息彈窗。"
GameManualItem/content/IntroGetPerfect/4/Image1,錯誤訊息標題
GameManualItem/content/IntroGetPerfect/4/Image2,錯誤訊息細節
GameManualItem/content/IntroGetPerfect/4,"在執行 Git 指令時，如果指令錯誤可能導致嚴重問題，
遊戲會中止該指令，並視為操作錯誤。

例如，在要求將 'new-feature' 分支合併到 'master'，
而您卻嘗試將其合併到 'another-branch'，則會被視為錯誤。"
GameManualItem/content/IntroGetPerfect/4/Tip,"錯誤是學習過程的一部分。
當您犯錯時，請不要灰心。
理解錯誤原因並從中學習，能夠大幅提升您的 Git 技能，
並幫助您在實際工作中避免這些錯誤。"
GameManualItem/list/.gitAndGitCoreAreas,.git 與 Git 的核心區域
GameManualItem/list/CheckBeforeMergeMainBrach,合併至遠端主分支前的準備
GameManualItem/list/DetachedHEAD,分離 HEAD
GameManualItem/list/git,git
GameManualItem/list/git add,git add
GameManualItem/list/git branch,git branch
GameManualItem/list/git checkout,git checkout
GameManualItem/list/git clone,git clone
GameManualItem/list/git commit,git commit
GameManualItem/list/git init,git init
GameManualItem/list/git log,git log
GameManualItem/list/git merge,git merge
GameManualItem/list/git pull,git pull
GameManualItem/list/git push,git push
GameManualItem/list/git remote,git remote
GameManualItem/list/git reset,git reset
GameManualItem/list/git status,git status
GameManualItem/list/gitMergeModes,git merge 的合併模式
GameManualItem/list/IntroAssistance,協助功能
GameManualItem/list/IntroCommandLine,視窗介紹：命令行
GameManualItem/list/IntroCommitHistory,視窗介紹：提交記錄
GameManualItem/list/IntroFileContent,視窗介紹：檔案內容
GameManualItem/list/IntroFileManager,視窗介紹：檔案管理
GameManualItem/list/IntroGame,遊戲玩法和目標
GameManualItem/list/IntroGameManual,視窗介紹：遊戲手冊
GameManualItem/list/IntroGameScore,遊戲得分介紹
GameManualItem/list/IntroGetPerfect,如何完美達成目標
GameManualItem/list/IntroGitCommand,Git 指令的基本介紹
GameManualItem/list/IntroResultsScreen,視窗介紹：結算畫面
GameManualItem/list/IntroStagingArea,視窗介紹：暫存區域
GameManualItem/list/IssuesBackupFile,備份檔案的問題
GameManualItem/list/ProcessCreateCommit,創建提交的流程
GameManualItem/list/ResolveMergeConflict,解決合併衝突
GameManualItem/list/RuleCommitMessage,提交訊息的原則
GameManualItem/list/RuleNameBranch,命名分支的原則
GameManualItem/list/VersionControlAndGit,版本控制 和 Git
GameManualWindow/CategoryButton/Command,指 令
GameManualWindow/CategoryButton/RuleAndWindow,遊 戲 規 則 與 視 窗
GameManualWindow/CategoryButton/VersionControl,版 本 控 制
GameManualWindow/content/DefaultContent,點擊左方條目來觀看教學內容
GameManualWindow/ListTitle/Command,Git 指 令 列 表
GameManualWindow/ListTitle/RuleAndWindow,遊 戲 規 則 與 視 窗 教 學 列 表
GameManualWindow/ListTitle/VersionControl,版 本 控 制 教 學 列 表
GameManualWindow/Title,遊 戲 手 冊
TooltipMessage/GameManualButton/Lock,尚未解鎖視窗：遊戲手冊
TooltipMessage/GameManualButton/Unlock,遊戲手冊
TooltipMessage/GameManualItem/content/commandDetail/Lock,後面的指令尚未解鎖
