Database
Name,Version,Author,Description,Emphasis1,Emphasis2,Emphasis3,Emphasis4
GameDialogue,,,,#ffffffff ---,#ff0000ff ---,#00ff00ff ---,#0000ffff ---
Global User Script

Actors
ID,Portrait,AltPortraits,SpritePortrait,AltSpritePortraits,Name,Pictures,Description,IsPlayer
Number,Special,Special,Special,Special,Text,Files,Text,Boolean
1,,[],,[],Player,[],,TRUE
2,,[],Assets/05_Images/GUIPack-Clean&Minimalist/Sources/Game Controller/Game Controller/Steam/White_PNG/A-Button-Green-White.png,[],NPC,[],,FALSE
Items
ID
Number
Locations
ID
Number
Variables
ID,Name,Initial Value,Description,InitialValueType
Number,Text,Text,Text,Text
1,Alert,,,Text
2,SelectionType,none,Record player decision,Text
3,ImageKey,,Show image according to the key.,Text
6,UnlockButtonKey,none,Function which triggers Toolbar,Text
7,playerDecision,none,Three button to add content (get),Text
8,isReplay,False,If use replay function it will be true,Boolean
9,tag,,use to identify different path,Text
10,canReplay,False,Can click Replay Current Scenario,Boolean
11,UnlockKey,(category ) / (list name) / (unlockProgress),Unlock GameManualWindow List,Text
12,TestingDialog,True,For dialog system,Boolean
13,ReadChapter,0,Save Read Chapter,Number
14,Counter,0,,Number
15,Switch,,Control highlight panel spot,Text
16,LastConversationKey,,Will update by last dialog,Text
17,CurrentQuestNum,0,Current Quest Num,Number
Conversations
ID,Title,Description,Actor,Conversant,Overrides
NPC_111_2,111,2,2,2,,圖片shield,,False,Block,Normal,,"ShowImage(""shield"")",,,,"In this stage,\nyou will learn about the last merge mode - Merge Conflict.\nAnd how to resolve conflicts.",在這個關卡中\n將學習最後一種合併模式 — 合併衝突（Merge Conflict）\n以及如何解決衝突,141;140
NPC_111_3,111,3,2,2,,圖片reload,,False,Block,Normal,,"ShowImage(""reload"")",,,,"First, let's quickly review what we learned in the previous stage.",首先，讓我們快速回顧上一關卡中學到的知識和指令,141;190
NPC_111_4,111,4,2,2,,圖片settingCircle,,False,Block,Normal,,"ShowImage(""settingCircle"")",,,,"In the previous stage,\nwe encountered an 'Auto Merge' situation.",在上一關卡中\n遇到了 '自動合併' 的情況,141;241.0638
NPC_111_5,111,5,2,2,,圖片crossing,,False,Block,Normal,,"ShowImage(""crossing"")",,,,This occurs when the commit history of two branches\ndiverges into two different paths.,自動合併發生在\n兩個分支的 '提交記錄' 分叉成兩條路徑時,141;290
NPC_111_6,111,6,2,2,,圖片settingCircle,,False,Block,Normal,,"ShowImage(""settingCircle"")",,,,"However, there were no file conflicts in the project,\nso Git was able to automatically merge the work content of the branches.",然而，這個專案並未出現文件衝突\n所以 Git 能夠自動合併分支的工作內容,144.1915;380.4255
NPC_111_7,111,7,2,2,,圖片shield,,False,Block,Normal,,"ShowImage(""shield"")",,,,"This time, we will focus on situations where 'Merge Conflicts' occur.",而本次將會重點討論發生 '合併衝突' 的情況,142.0638;428.2979
NPC_111_8,111,8,2,2,,(建構開始\r),,False,,Normal,,"CloseImageWindow();\nBlackPanelControl(false);\nFSMEvent(""Stage Manager/Load Default Background Story"", ""Stage Manager Parent"", ""Background Controller"");",,,,"After reviewing the content of the previous stage,\nlet's simulate the background for this stage.",在回顧完上一個關卡的內容後\n讓我們先來模擬本次的遊戲背景,142.0638;479.4743
NPC_111_9,111,9,2,2,,黑屏&圖片windowOutline&(新增任務),,False,,Normal,,"BlackPanelControl(true);\nShowImage(""windowOutline"");\nFSMEvent(""Quest Tracker/Add New Quest"", ""Quest Tracker Parent"", ""Quest Tracker"");",,,,"After setting up the stage scene,\nplease check the status of the 'Commit History'.\nLet's understand the current progress of the game.",在創建好關卡場景後\n請您查看 '提交記錄' 的狀態\n來了解目前遊戲開發的進度,142.0638;528.298
NPC_111_10,111,10,2,2,,(重置對話),,False,Block,Normal,,ResetAllTutorialObj(),Continue(),,,,,142.0638;578.298
NPC_112_0,112,0,2,2,START,(展開視窗 + 黑屏),,False,Block,Normal,,"BlackPanelControl(true);\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChatWindow"", ""Fold Button"");",Continue(),,,,,139.8235;38.82352
NPC_112_1,112,1,2,2,,高亮CommitHistory視窗&顯示Hint_CommitHistoryWindow,,False,Block,Normal,,"HighlightWindow(""CommitHistoryWindow"","""");\nHintController(""CommitHistoryWindow"",true );",,,,"Okay, after opening the 'Commit History' window,\nlet's review the status of each commit.",好的，在開啟 '提交記錄' 視窗後\n讓我們來查看每個提交的狀態,141;90
NPC_112_2,112,2,2,2,,顯示Hint_LocalBranchTag&不顯示Hint_CommitHistoryWindow,,False,Block,Normal,,"HintController(""LocalBranchTag"",true );\nHintController(""CommitHistoryWindow"",false );",,,,This project contains three branches:\n1. master\n2. add-score-feature\n3. reset-score-feature,這個專案裡有 3 個分支，分別是：\n1. master（主分支）\n2. add-score-feature（增加分數功能）\n3. reset-score-feature（重置分數功能）,141;140
NPC_112_3,112,3,2,2,,不顯示Hint_LocalBranchTag,,False,Block,Normal,,"HintController(""LocalBranchTag"",false );",,,,"On the 'master' branch,\nthe author initialized a 'click button game'\nand added related files to the repository.",在 'master' 分支上\n作者初始化了 '點擊按鈕遊戲'\n將相關檔案放入儲存庫中,141;190
NPC_112_4,112,4,2,2,,,,False,Block,Normal,,,,,,"On the 'add-score-feature' branch,\nthe author added a button to the web page.\nThen completed the functionality to add scores in the program file.",在 'add-score-feature' 分支上\n作者在網頁上增加一個按鈕\n並在程式檔案中完成了增加分數功能,141;241.0638
NPC_112_5,112,5,2,2,,,,False,Block,Normal,,,,,,"On the 'reset-score-feature' branch,\nthe author also added a button to the web page.\nThen completed the functionality to reset scores in the program file.",在 'reset-score-feature' 分支上\n作者同樣在網頁上增加了一個按鈕，\n並在程式檔案中完成了重置分數功能,141;290
NPC_112_6,112,6,2,2,,,,False,Block,Normal,,,,,,Although both branches added a button to the web page.\nAnd they were created based on the 'master' branch.,儘管這兩個分支都在網頁中增加了按鈕，\n但由於它們都是基於 'master' 分支創建的,144.1915;380.4255
NPC_112_7,112,7,2,2,,,,False,Block,Normal,,,,,,"So the web page in each branch only contains one button,\nwhich was created in that branch.",所以實際上，這兩個分支的網頁中\n都只包含分支裡創建的一個按鈕,142.0638;428.2979
NPC_112_8,112,8,2,2,,圖片giftPlus,,False,Block,Normal,,"ShowImage(""giftPlus"")",,,,"According to the story,\nwe need to merge the development content of these two branches\ninto the main branch to complete the 'click button game'.",根據背景故事，\n我們需要合併這兩個分支的開發內容至主分支，\n以完成 '點擊按鈕遊戲',142.0638;479.4743
NPC_112_9,112,9,2,2,,高亮CommitHistory視窗&顯示Hint_CommitHistoryWindow,,False,Block,Normal,,"HighlightWindow(""CommitHistoryWindow"","""");\nHintController(""CommitHistoryWindow"",true );",,,,"First, let's start with the 'add-score-feature' branch.\nBefore merging, let's predict which merge mode Git will use.",首先，讓我們從 'add-score-feature' 分支開始\n在合併前，先來預測 Git 將使用哪種合併模式,142.0638;528.298
NPC_112_10,112,10,2,2,,不顯示Hint_CommitHistoryWindow,,False,Block,Normal,,"HintController(""CommitHistoryWindow"",false);",,,,"Observing the 'Commit History',\nwe find that the 'master' and 'add-score-feature' branches\nhave a linear commit history.",觀察 '提交記錄'，\n會發現 'master' 和 'add-score-feature' 分支\n'提交記錄' 是一條直線,142.0638;578.298
NPC_112_11,112,11,2,2,,,,False,Block,Normal,,,,,,"This shows that Git will use 'Fast-Forward Merge',\nand the 'Commit History' of the 'master' branch will be updated.",由此可知，Git 將使用 '快速合併'\n'master' 分支的 '提交記錄' 將被更新,142.0638;672.9788
NPC_112_12,112,12,2,2,,(新增任務),,False,,Normal,,"FSMEvent(""Quest Tracker/Add New Quest"", ""Quest Tracker Parent"", ""Quest Tracker"");",,,,"Now, please merge the 'add-score-feature' branch.",那麼，請您合併 'add-score-feature' 分支吧,142.0638;722.9788
NPC_112_13,112,13,2,2,,(重置對話),,False,Block,Normal,,ResetAllTutorialObj(),Continue(),,,,,142.0638;772.9788
NPC_113_0,113,0,2,2,START,(展開視窗 + 黑屏),,False,Block,Normal,,"BlackPanelControl(true);\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChatWindow"", ""Fold Button"");",Continue(),,,,,139.8235;38.82352
NPC_113_1,113,1,2,2,,高亮CommitHistory視窗&顯示Hint_CommitHistoryWindow,,False,Block,Normal,,"HighlightWindow(""CommitHistoryWindow"","""");\nHintController(""CommitHistoryWindow"",true );",,,,Great!\nThe contents of the 'add-score-feature' branch\nhave been merged into the 'master' branch.,很好！\n'add-score-feature' 分支的內容已被合併至 'master' 分支,141;90
NPC_113_2,113,2,2,2,,不顯示Hint_CommitHistoryWindow,,False,Block,Normal,,"HintController(""CommitHistoryWindow"",false);",,,,"After merging,\nthe 'master' branch now has a button with the adding points function.",合併分支後，\n'master' 分支現在擁有加分的按鈕和功能,141;140
NPC_113_3,113,3,2,2,,,,False,Block,Normal,,,,,,"Next, let's merge the 'reset-score-feature' branch.\nBefore merging, let's predict which merge mode Git will use.",接下來，來合併 'reset-score-feature' 分支\n在合併前，我們一樣來預測 Git 將使用哪種合併模式,141;190
NPC_113_4,113,4,2,2,,,,False,Block,Normal,,,,,,"Observing the 'Commit History',\nwe find that the 'master' and 'reset-score-feature' branches\nhave diverged into two separate paths.",觀察 '提交記錄'\n會發現 'master' 和 'reset-score-feature'\n分支之間的 '提交記錄' 分叉成兩個路徑,141;241.0638
NPC_113_5,113,5,2,2,,,,False,Block,Normal,,,,,,"In this case, Git will use Auto Merge and check\nif there are any file change conflicts made by the two branches.",在這種情況下，Git 將使用自動合併\n並檢查兩個分支的修改內容是否發生衝突,141;290
NPC_113_6,113,6,2,2,,,,False,Block,Normal,,,,,,"From the commits,\nWe know that the 'add-score-feature' and 'reset-score-feature' branches\nhave modified the same file.",從提交中可以得知\n'add-score-feature' 和 'reset-score-feature' 分支\n都有修改相同的檔案,142;341
NPC_113_7,113,7,2,2,,圖片alert,,False,Block,Normal,,"ShowImage(""alert"")",,,,"When the same file has two different modifications,\nGit will notify the developer that there is a file conflict.",當同個檔案中存在兩種不同的修改時\nGit 將提醒開發者文件發生衝突,141;390
NPC_113_8,113,8,2,2,,,,False,Block,Normal,,,,,,It's important to note that:\nconflicts don’t mean we've made a mistake.\nThey are more common in team development.,需要注意的是\n衝突不代表我們執行了錯誤操作\n這在團隊開發時更為常見,141;440
NPC_113_9,113,9,2,2,,圖片hammer,,False,Block,Normal,,"ShowImage(""hammer"")",,,,Since Git cannot determine on its own\nwhich parts of the changes need to be kept and which should be deleted.\nSo we need to manually resolve the file conflict.,由於 Git 無法自行判斷修改內容\n哪些部分需要保留，哪些需要刪除\n所以我們需要手動解決文件衝突,136.5263;526.3157
NPC_113_10,113,10,2,2,,(新增任務)&高亮CommitHistory視窗,,False,Block,Normal,,"FSMEvent(""Quest Tracker/Add New Quest"", ""Quest Tracker Parent"", ""Quest Tracker"");\nHighlightWindow(""CommitHistoryWindow"","""");",,,,"Next, try merging the 'reset-score-feature' branch.\nSo we can observe the impact of the file conflicts.",接下來，請先嘗試合併 'reset-score-feature' 分支\n來觀察文件發生衝突後產生的影響,136.8421;623.6841
NPC_113_11,113,11,2,2,,(重置對話),,False,Block,Normal,,ResetAllTutorialObj(),Continue(),,,,,136.8421;709.2104
NPC_114_0,114,0,2,2,START,(展開視窗 + 黑屏),,False,Block,Normal,,"BlackPanelControl(true);\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChatWindow"", ""Fold Button"");",Continue(),,,,,139.8235;38.82352
NPC_114_1,114,1,2,2,,高亮CommandLine視窗&顯示Hint_CommandHistoryDetailed,,False,Block,Normal,,"HighlightWindow(""CommandLineWindow"","""");\nHintController(""CommandHistoryDetailed"",true);",,,,"Great!\nYou attempted to merge the 'reset-score-feature' branch,\nbut the command line returned a 'merge conflict' message.",很好！\n您嘗試合併 'reset-score-feature' 分支\n但命令行返回了 '合併衝突' 訊息,141;90
NPC_114_2,114,2,2,2,,高亮CommitHistory視窗&高亮CommandLine視窗&顯示Hint_CommitHistoryWindow&不顯示Hint_CommandHistoryDetailed,,False,Block,Normal,,"HighlightWindow(""CommandLineWindow"",""CommitHistoryWindow"");\nHintController(""CommitHistoryWindow"",true);\nHintController(""CommandHistoryDetailed"",false);",,,,The 'Commit History' shows that the merge was not executed successfully.,查看 '提交記錄' 會發現合併並未成功執行,141;140
NPC_114_3,114,3,2,2,,,,False,Block,Normal,,,,,,"Because if we don't resolve file conflicts,\nthe branch cannot be further merged.",因為如果不解決文件衝突的話\n將無法繼續合併分支,141;190
NPC_114_4,114,4,2,2,,不顯示Hint_CommitHistoryWindow&顯示Hint_CommandHistoryDetailed,,False,Block,Normal,,"HintController(""CommitHistoryWindow"",false);\nHintController(""CommandHistoryDetailed"",true);",,,,"From the message in the command line,\nwe can identify which files have conflicts.",從命令行的訊息中\n可以知道哪些檔案內容發生了衝突,141;240
NPC_114_5,114,5,2,2,,不顯示Hint_CommandHistoryDetailed&圖片file,,False,Block,Normal,,"HintController(""CommandHistoryDetailed"",false );\nShowImage(""file"")",,,,"Next, let's try to resolve the file conflict.\nLet's start with 'Game_Program.js'.",接下來，來試著解決檔案衝突吧\n我們先從 '遊戲程式.js' 開始,141;290
NPC_114_6,114,6,2,2,,圖片windowOutline&(解鎖按鈕 - 檔案管理),,False,Block,Normal,,"ShowImage(""windowOutline"");\nVariable[""UnlockButtonKey""] = ""FileManager""\nFSMEvent(""Dialogue System/WindowToolbar/Unlock Button"", ""WindowToolbar"", ""Panel"");",,,,"To resolve the conflict,\nwe need to find the file in the 'Working Directory'.",要解決衝突\n需要先從 '工作目錄' 中找到對應的檔案,141;340
NPC_114_7,114,7,2,2,,(新增任務),,False,Block,Normal,,"FSMEvent(""Quest Tracker/Add New Quest"", ""Quest Tracker Parent"", ""Quest Tracker"");",,,,Please open the 'File Manager' window\nand review the contents of 'Game_Program.js'.,請您先開啟 '檔案管理' 視窗\n查看 '遊戲程式.js' 內容,141;390
NPC_114_8,114,8,2,2,,(重置對話),,False,Block,Normal,,ResetAllTutorialObj(),Continue(),,,,,141;439
NPC_115_0,115,0,2,2,START,(展開視窗 + 黑屏),,False,Block,Normal,,"BlackPanelControl(true);\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChatWindow"", ""Fold Button"");",Continue(),,,,,139.8235;38.82352
NPC_115_1,115,1,2,2,,高亮FileManager視窗&高亮FileContent視窗&顯示Hint_FileContentWindow,,False,Block,Normal,,"HighlightWindow(""FileManagerWindow"",""FileContentWindow"");\nHintController(""FileContentWindow"",true );",,,,"Okay, after opening the file,\nthere are some special symbols have been added.\nLet's understand the changes in the file content.",好的，開啟檔案後\n會發現檔案裡新增了一些特殊符號\n我們來了解檔案內容的變化,141;90
NPC_115_2,115,2,2,2,,不顯示Hint_FileContentWindow,,False,Block,Normal,,"HintController(""FileContentWindow"",false);",,,,"The first line, 'Set initial score to 0'.\nIt contains both the 'add-score-feature' and 'reset-score-feature' branches. ",第一行的 '將初始分數設為 0'\n'add-score-feature' 和 'reset-score-feature' 分支\n都有這段程式碼,141;140
NPC_115_3,115,3,2,2,,,,False,Block,Normal,,,,,,"Since the changes in both branches are the same,\nthis line didn't cause a conflict.",由於兩個分支的修改是相同的\n所以這行沒有發生衝突,141;190
NPC_115_4,115,4,2,2,,,,False,Block,Normal,,,,,,"Next, the content is enclosed by special symbols '<', '=', and '>'.\nIt shows the place where the file conflict occurred. ",再來，由特殊符號 '<'、'='、'>' 包起來的內容\n就是文件發生衝突的段落,141;241.0638
NPC_115_5,115,5,2,1,,,,False,Block,Normal,,,,,,"The area enclosed by '<<< HEAD' and '===',\nwhich means the modification in the current branch.",其中，由 '<<< HEAD' 和 '===' 包起來的區域\n表示當前分支的修改內容,141;291.0638
NPC_115_6,115,6,2,2,,,,False,Block,Normal,,,,,,"Since we are on the latest commit of the 'master' branch,\nthis area contains the code for the 'add score' feature.",我們位於 'master' 分支上的最新提交\n所以區域中是 '增加分數功能' 程式碼,142.0638;379.3617
NPC_115_7,115,7,2,2,,,,False,Block,Normal,,,,,,"Next, the area enclosed by '===' and '>>> reset-score-feature'.\nIt shows the modifications in the 'reset-score-feature' branch. ",接下來，由 '===' 和 '>>> reset-score-feature' 包括起來的區域\n表示在 'reset-score-feature' 分支的修改內容,142.0638;429.3617
NPC_115_8,115,8,2,2,,,,False,Block,Normal,,,,,,"From the commit,\nwe know that the 'reset-score-feature' branch\nadded the 'reset score' feature.",從提交可以得知\n在 'reset-score-feature' 分支上\n新增 '重置分數功能' 程式碼,142.0638;479.3617
NPC_115_9,115,9,2,2,,,,False,Block,Normal,,,,,,"After understanding the file content,\nlet's resolve the file conflict.",在了解檔案內容後\n讓我們來解決文件衝突吧,143.2403;530.538
NPC_115_10,115,10,2,2,,,,False,Block,Normal,,,,,,"According to the background story,\nwe should keep the changes from both branches.\nThe game can't run correctly without them.",根據故事背景\n我們應該留下兩個分支的功能\n遊戲才能順利遊玩,140.8874;579.3616
NPC_115_11,115,11,2,2,,,,False,Block,Normal,,,,,,"Therefore, you need to delete the lines with\nspecial separation symbols ('<<<', '===', '>>>')\nThere are 3 lines in total.",因此，您需要將文件中的分隔特殊符號 （'<<<'、'==='、'>>>'）\n總計 3 行的內容刪除,140.9275;661.1797
NPC_115_12,115,12,2,2,,解鎖手冊ResolveMergeConflict,,False,Block,Normal,,"UnlockGameManualItem(""VC/ResolveMergeConflict/1"");",,,,This means that we are keeping the modifications from both branches.,這表示我們要同時保留\n兩個分支的修改內容,140.9275;711.1797
NPC_115_13,115,13,2,2,,(新增任務),,False,Block,Normal,,"FSMEvent(""Quest Tracker/Add New Quest"", ""Quest Tracker Parent"", ""Quest Tracker"");",,,,"Next, please follow the above instructions\nand try to resolve the file conflict.",接下來，請您根據以上的指示\n試著解決文件衝突吧,140.9275;761.1797
NPC_115_14,115,14,2,2,,(重置對話),,False,Block,Normal,,ResetAllTutorialObj(),Continue(),,,,,140.9275;810.0033
NPC_116_0,116,0,2,2,START,(展開視窗 + 黑屏),,False,Block,Normal,,"BlackPanelControl(true);\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChatWindow"", ""Fold Button"");",Continue(),,,,,139.8235;38.82352
NPC_116_1,116,1,2,2,,高亮FileManager視窗&高亮FileContent視窗&顯示Hint_FileContentWindow,,False,Block,Normal,,"HighlightWindow(""FileManagerWindow"",""FileContentWindow"");\nHintController(""FileContentWindow"",true );",,,,Great job!\nYou've successfully resolved the file conflict.,非常出色！\n您已經解決檔案中的文件衝突,141;90
NPC_116_2,116,2,2,2,,不顯示Hint_FileContentWindow,,False,Block,Normal,,"HintController(""FileContentWindow"",false);",,,,"After resolving the conflict,\nthe file now contains the code for initializing the score\nand the features developed in both branches. ",在解決衝突後\n檔案裡包含了初始化分數的程式碼\n以及兩個分支開發的功能,141;140
NPC_116_3,116,3,2,2,,圖片coffee,,False,Block,Normal,,"ShowImage(""coffee"")",,,,"Through this operation,\nyou may have noticed that 'resolving merge conflicts'\nis not as complicated as it might seem.",通過操作\n您會發現 '解決合併衝突' 並沒有那麼複雜,141;190
NPC_116_4,116,4,2,2,,圖片group,,False,Block,Normal,,"ShowImage(""group"")",,,,"When file conflicts occur,\nthe team might discuss how to handle conflicting files.\nThe difficulty of resolving merge conflicts often depends on the complexity of the project.",當發生文件衝突時\n團隊可能會一起討論如何處理衝突的文件\n而合併衝突的難易程度通常取決於專案的複雜性,141;241.0638
NPC_116_5,116,5,2,2,,(新增任務)&圖片file,,False,Block,Normal,,"FSMEvent(""Quest Tracker/Add New Quest"", ""Quest Tracker Parent"", ""Quest Tracker"");\nShowImage(""file"")",,,,"Now, please resolve the file conflict in 'Game_Webpage.html' by yourself.\nSimilarly, you need to keep the changes from both branches.\nGood luck!",接下來，請您自行解決 '遊戲網頁.html' 的文件衝突吧\n這次同樣需要保留兩個分支的修改內容\n加油！,141;290
NPC_116_6,116,6,2,2,,(重置對話),,False,Block,Normal,,ResetAllTutorialObj(),Continue(),,,,,144.1915;380.4255
NPC_117_0,117,0,2,2,START,(展開視窗 + 黑屏),,False,Block,Normal,,"BlackPanelControl(true);\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChatWindow"", ""Fold Button"");",Continue(),,,,,139.8235;38.82352
NPC_117_1,117,1,2,2,,高亮FileManager視窗&高亮FileContent視窗&顯示Hint_FileContentWindow,,False,Block,Normal,,"HighlightWindow(""FileManagerWindow"",""FileContentWindow"");\nHintController(""FileContentWindow"",true );",,,,Excellent!\nYou've successfully resolved the file conflict in 'Game_Webpage.html'.,非常出色！\n您成功解決 '遊戲網頁.html' 的文件衝突,141;90
NPC_117_2,117,2,2,2,,不顯示Hint_FileContentWindow,,False,,Normal,,"HintController(""FileContentWindow"",false);",,,,"You've kept the changes from both branches,\nand now the webpage should have two buttons.",您保留了兩個分支的修改內容\n現在網頁中應該會有兩個按鈕,141;140
NPC_117_3,117,3,2,2,,圖片timePlus,,False,,Normal,,"ShowImage(""timePlus"")",,,,"After resolving all the conflicts in the files,\nplease create a new commit to save these resolved file changes.",當解決所有衝突的檔案後\n請為這些檔案新建一個提交\n來保存這些解決衝突的檔案內容,141;190
NPC_117_4,117,4,2,2,,(新增任務)&圖片giftPlus,,False,,Normal,,"FSMEvent(""Quest Tracker/Add New Quest"", ""Quest Tracker Parent"", ""Quest Tracker"");\nShowImage(""giftPlus"")",,,,"After submitting the commit,\nGit will continue merging the branches.\nGood luck!",提交後，Git 就會繼續合併分支\n加油！,141;241.0638
NPC_117_5,117,5,2,2,,(重置對話),,False,Block,Normal,,ResetAllTutorialObj(),Continue(),,,,,141;333.0638
NPC_118_0,118,0,2,2,START,(展開視窗 + 黑屏),,False,Block,Normal,,"BlackPanelControl(true);\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChatWindow"", ""Fold Button"");",Continue(),,,,,139.8235;38.82352
NPC_118_1,118,1,2,2,,高亮CommitHistory視窗&顯示Hint_CommitHistoryWindow,,False,Block,Normal,,"HighlightWindow(""CommitHistoryWindow"","""");\nHintController(""CommitHistoryWindow"",true );",,,,Great! After you submit the commit.,很好！\n當您創建提交後,141;90
NPC_118_2,118,2,2,2,,不顯示Hint_CommitHistoryWindow,,False,Block,Normal,,"HintController(""CommitHistoryWindow"",false);",,,,"In the 'commit History',\nthe 'reset-score-feature' branch has been successfully merged into the 'master' branch.\nIt means the 'resolve merge conflict' process has been completed.",在 '提交記錄' 裡\n'reset-score-feature' 分支已成功合併到 'master' 分支\n表示 '解決合併衝突' 流程已完成,141;140
NPC_118_3,118,3,2,2,,圖片flag,,False,Block,Normal,,"ShowImage(""flag"")",,,,"Now, there are two feature buttons on the web page.\nPlayers can click them to add or reset scores.\nIt represents that you completed the stage's objectives.",現在，網頁中有兩個功能按鈕\n玩家可以點擊它們來加分和重置分數\n表示本次的關卡目標完成了,141;190
NPC_118_4,118,4,2,2,,圖片xBig,,False,Block,Normal,,"ShowImage(""xBig"")",,,,"After completing the merge,\ndon't forget to delete the two development branches.",在完成合併後\n請記住要刪除掉兩個開發分支,140;240.0638
NPC_118_5,118,5,2,2,,圖片share,,False,,Normal,,"ShowImage(""share"")",,,,"In this stage,\nyou've learned how to resolve merge conflicts,\nwhich means you can manage projects with the branch system now!",在本次關卡中\n您學會了如何去解決合併衝突\n也表示您已經可以使用分支系統來管理專案了！,143;294.0638
NPC_118_6,118,6,2,2,,圖片happyFace,,False,Block,Normal,,"ShowImage(""happyFace"")",,,,"Finally, congratulations on completing this stage!\nThis also means you've completed the 'Branch Management' theme stage.\nWell done!",最後，恭喜您通過了本次關卡！\n這也代表您完成了 '分支管理' 主題關卡\n您做得很棒！,143;344.0638
NPC_118_7,118,7,2,2,,(重置對話),,False,Block,Normal,,ResetAllTutorialObj(),Continue(),,,,,143;394.0638
NPC_122_0,122,0,2,2,START,(展開視窗 + 黑屏),Stage012,False,Block,Normal,,"BlackPanelControl(true);\nFSMEvent(""DialogueChatWindow/expand window"", ""DialogueChatWindow"", ""Fold Button"");",Continue(),,,,,139.8235;38.82352
NPC_122_1,122,1,2,2,,圖片happyFace,,False,Block,Normal,,"ShowImage(""happyFace"")",,,,Welcome to the 'Creating Your First Remote Repository' stage!,歡迎來到\n'創建您的第一個遠端儲存庫' 關卡！,141;90
NPC_122_2,122,2,2,2,,圖片global,,False,Block,Normal,,"ShowImage(""global"")",,,,"In the 'Remote Management' theme stage,\nwe'll learn how to operate a remote repository.\nAnd accomplish objectives through commands and windows.",在 '遠端管理' 主題關卡中\n我們將學習如何操作遠端儲存庫\n並通過指令、視窗來達成模擬場景的目標,141;140
NPC_122_3,122,3,2,2,,圖片lightbulb,,False,Block,Normal,,"ShowImage(""lightBulb"")",,,,"Before we begin,\nlet's first understand the benefits of using\nremote repositories for project management.",在開始之前\n首先，讓我們來了解使用遠端儲存庫\n對專案管理帶來的優點,141;190
NPC_122_4,122,4,2,2,,圖片screenOutline,,False,Block,Normal,,"ShowImage(""screenOutline"")",,,,"For simple, small projects,\ndeveloping on a local computer may be enough. ",對於簡單的小型專案來說\n在本地電腦上開發功能已經足夠,141;241.0638
NPC_122_5,122,5,2,2,,圖片cloudUpload,,False,Block,Normal,,"ShowImage(""cloudUpload"")",,,,"However, using a remote repository allows you to upload content to a server.\nIt can back up your project. ",然而，使用遠端儲存庫\n可以將內容上傳到遠端來備份專案,141;290
NPC_122_6,122,6,2,2,,圖片redo,,False,Block,Normal,,"ShowImage(""redo"")",,,,This is particularly useful if your local repository becomes unusable due to an accident.\nThe remote repository can help you recover your development progress.,當您的本地儲存庫因意外無法使用時\n遠端儲存庫能夠幫助您恢復開發進度,144.1915;380.4255
NPC_122_7,122,7,2,2,,圖片screenOutline,,False,Block,Normal,,"ShowImage(""screenOutline"")",,,,"Moreover, uploading your project to the internet\nmeans you can develop on different computers.",此外，將專案上傳到網路上就表示\n您可以在其他電腦上進行開發,142.0638;428.2979
NPC_122_8,122,8,2,2,,圖片group,,False,Block,Normal,,"ShowImage(""group"")",,,,One of the greatest advantages of remote repositories is:\nIt supports team-based project development.,而遠端儲存庫最大的優勢之一\n就是支持團隊共同開發專案,142.0638;479.4743
NPC_122_9,122,9,2,2,,圖片cloudDownload,,False,Block,Normal,,"ShowImage(""cloudDownload"")",,,,Team members can get the project repository on their computers.,團隊成員能夠在自己的電腦上\n獲取專案儲存庫,142.0638;528.298
NPC_122_10,122,10,2,2,,圖片cloudUpload,,False,Block,Normal,,"ShowImage(""cloudUpload"")",,,,They develop it locally and upload changes to the remote server.\nThis process enhances project development efficiency.,在本地電腦上完成開發後\n再將其上傳到遠端\n這種流程提升了專案開發的效率,142.0638;578.298
NPC_122_11,122,11,2,2,,圖片controller,,False,Block,Normal,,"ShowImage(""controller"")",,,,"Understood the advantages of remote repositories,\nlet's start this stage.",在了解遠端儲存庫的優點後\n接下來，我們將進入本次的關卡,142.0638;672.9788
NPC_122_12,122,12,2,2,,(建構開始\r),,False,Block,Normal,,"CloseImageWindow();\nBlackPanelControl(false);\nFSMEvent(""Stage Manager/Load Default Background Story"", ""Stage Manager Parent"", ""Background Controller"");",,,,We'll learn to create a remote repository and clone it to a local device.,本次要來學習如何創建一個遠端儲存庫\n並將其複製到本地設備中,142.0638;722.9788
NPC_122_13,122,13,2,2,,(新增任務)&圖片windowOutline&黑屏,,False,,Normal,,"FSMEvent(""Quest Tracker/Add New Quest"", ""Quest Tracker Parent"", ""Quest Tracker"");\nShowImage(""windowOutline"");\nBlackPanelControl(true);",,,,"Once the simulation environment is set up,\nplease open the 'File Manager' window.",建構好模擬環境後\n請先打開 '檔案管理' 視窗吧,142.0638;772.9788
NPC_122_14,122,14,2,2,,(重置對話),,False,Block,Normal,,ResetAllTutorialObj(),Continue(),,,,,142.0638;822.9788
